event_time,cmgr,date,close_price
2024-04-20 08:29:04.220,-5.0270815,8/23/2022,92.489998
2024-04-20 08:29:04.220,-5.0270815,8/24/2022,92.730003
2024-04-20 08:29:04.220,-5.0270815,8/25/2022,97.18
2024-04-20 08:29:04.220,-5.0270815,8/26/2022,91.18
2024-04-20 08:29:04.220,-5.0270815,8/29/2022,88.489998
2024-04-20 08:29:04.220,-5.0270815,8/30/2022,86.940002
2024-04-20 08:29:04.220,-5.0270815,8/31/2022,84.870003
2024-04-20 08:29:04.220,-5.0270815,9/1/2022,82.330002
2024-04-20 08:29:04.220,-5.0270815,9/2/2022,80.239998
2024-04-20 08:29:04.220,-5.0270815,9/6/2022,78.720001
2024-04-20 08:29:04.220,-5.0270815,9/7/2022,79.610001
2024-04-20 08:29:04.220,-5.0270815,9/8/2022,82.779999
2024-04-20 08:29:04.220,-5.0270815,9/9/2022,85.449997
2024-04-20 08:29:04.220,-5.0270815,9/12/2022,84.639999
2024-04-20 08:29:04.220,-5.0270815,9/13/2022,77.029999
2024-04-20 08:29:04.220,-5.0270815,9/14/2022,77.449997
2024-04-20 08:29:04.220,-5.0270815,9/15/2022,76.660004
2024-04-20 08:29:04.220,-5.0270815,9/16/2022,76.510002
2024-04-20 08:29:04.220,-5.0270815,9/19/2022,76.769997
2024-04-20 08:29:04.220,-5.0270815,9/20/2022,75.25
2024-04-20 08:29:04.220,-5.0270815,9/21/2022,74.480003
2024-04-20 08:29:04.220,-5.0270815,9/22/2022,69.5
2024-04-20 08:29:04.220,-5.0270815,9/23/2022,67.959999
2024-04-20 08:29:04.220,-5.0270815,9/26/2022,66.300003
2024-04-20 08:29:04.220,-5.0270815,9/27/2022,67.169998
2024-04-20 08:29:04.220,-5.0270815,9/28/2022,68.360001
2024-04-20 08:29:04.220,-5.0270815,9/29/2022,64.139999
2024-04-20 08:29:04.220,-5.0270815,9/30/2022,63.360001
2024-04-20 08:29:04.220,-5.0270815,10/3/2022,66.110001
2024-04-20 08:29:04.220,-5.0270815,10/4/2022,67.900002
2024-04-20 08:29:04.220,-5.0270815,10/5/2022,67.940002
2024-04-20 08:29:04.220,-5.0270815,10/6/2022,67.849998
2024-04-20 08:29:04.220,-5.0270815,10/7/2022,58.439999
2024-04-20 08:29:04.220,-5.0270815,10/10/2022,57.810001
2024-04-20 08:29:04.220,-5.0270815,10/11/2022,57.630001
2024-04-20 08:29:04.220,-5.0270815,10/12/2022,57.849998
2024-04-20 08:29:04.220,-5.0270815,10/13/2022,58.939999
2024-04-20 08:29:04.220,-5.0270815,10/14/2022,55.939999
2024-04-20 08:29:04.220,-5.0270815,10/17/2022,57.959999
2024-04-20 08:29:04.220,-5.0270815,10/18/2022,57.919998
2024-04-20 08:29:04.220,-5.0270815,10/19/2022,57.23
2024-04-20 08:29:04.220,-5.0270815,10/20/2022,57.77
2024-04-20 08:29:04.220,-5.0270815,10/21/2022,58.82
2024-04-20 08:29:04.220,-5.0270815,10/24/2022,58.700001
2024-04-20 08:29:04.220,-5.0270815,10/25/2022,61.470001
2024-04-20 08:29:04.220,-5.0270815,10/26/2022,59.73
2024-04-20 08:29:04.220,-5.0270815,10/27/2022,58.599998
2024-04-20 08:29:04.220,-5.0270815,10/28/2022,62.009998
2024-04-20 08:29:04.220,-5.0270815,10/31/2022,60.060001
2024-04-20 08:29:04.220,-5.0270815,11/1/2022,59.66
2024-04-20 08:29:04.220,-5.0270815,11/2/2022,58.630001
2024-04-20 08:29:04.220,-5.0270815,11/3/2022,60.110001
2024-04-20 08:29:04.220,-5.0270815,11/4/2022,62.189999
2024-04-20 08:29:04.220,-5.0270815,11/7/2022,63.080002
2024-04-20 08:29:04.220,-5.0270815,11/8/2022,63.849998
2024-04-20 08:29:04.220,-5.0270815,11/9/2022,59.919998
2024-04-20 08:29:04.220,-5.0270815,11/10/2022,68.470001
2024-04-20 08:29:04.220,-5.0270815,11/11/2022,72.370003
2024-04-20 08:29:04.220,-5.0270815,11/14/2022,73.529999
2024-04-20 08:29:04.220,-5.0270815,11/15/2022,76.370003
2024-04-20 08:29:04.220,-5.0270815,11/16/2022,72.699997
2024-04-20 08:29:04.220,-5.0270815,11/17/2022,73.900002
2024-04-20 08:29:04.220,-5.0270815,11/18/2022,73.57
2024-04-20 08:29:04.220,-5.0270815,11/21/2022,72.459999
2024-04-20 08:29:04.220,-5.0270815,11/22/2022,75.25
2024-04-20 08:29:04.220,-5.0270815,11/23/2022,76.400002
2024-04-20 08:29:04.220,-5.0270815,11/25/2022,75.139999
2024-04-20 08:29:04.220,-5.0270815,11/28/2022,73.190002
2024-04-20 08:29:04.220,-5.0270815,11/29/2022,73.389999
2024-04-20 08:29:04.220,-5.0270815,11/30/2022,77.629997
2024-04-20 08:29:04.220,-5.0270815,12/1/2022,77.480003
2024-04-20 08:29:04.220,-5.0270815,12/2/2022,74.980003
2024-04-20 08:29:04.220,-5.0270815,12/5/2022,73.620003
2024-04-20 08:29:04.220,-5.0270815,12/6/2022,70.269997
2024-04-20 08:29:04.220,-5.0270815,12/7/2022,70.139999
2024-04-20 08:29:04.220,-5.0270815,12/8/2022,70.470001
2024-04-20 08:29:04.220,-5.0270815,12/9/2022,68.589996
2024-04-20 08:29:04.220,-5.0270815,12/12/2022,70.669998
2024-04-20 08:29:04.220,-5.0270815,12/13/2022,71.650002
2024-04-20 08:29:04.220,-5.0270815,12/14/2022,68.93
2024-04-20 08:29:04.220,-5.0270815,12/15/2022,66.529999
2024-04-20 08:29:04.220,-5.0270815,12/16/2022,65.410004
2024-04-20 08:29:04.220,-5.0270815,12/19/2022,64.589996
2024-04-20 08:29:04.220,-5.0270815,12/20/2022,65.050003
2024-04-20 08:29:04.220,-5.0270815,12/21/2022,67.68
2024-04-20 08:29:04.220,-5.0270815,12/22/2022,63.860001
2024-04-20 08:29:04.220,-5.0270815,12/23/2022,64.519997
2024-04-20 08:29:04.220,-5.0270815,12/27/2022,63.27
2024-04-20 08:29:04.220,-5.0270815,12/28/2022,62.57
2024-04-20 08:29:04.220,-5.0270815,12/29/2022,64.82
2024-04-20 08:29:04.220,-5.0270815,12/30/2022,64.769997
